pH,TDS,Turbidity,MP_Count,pH_cat,TDS_cat,Turbidity_cat,MP_cat,Risk
7.9,250.2,4.0,0,Moderate,Good,Moderate,Good,Medium
4.8,160.8,2.0,2,Poor,Moderate,Moderate,Moderate,High
7.1,205.3,0.2,5,Good,Good,Good,Moderate,Low
7.6,259.0,2.6,2,Good,Good,Moderate,Moderate,Medium
7.3,274.7,0.6,2,Good,Moderate,Good,Moderate,Medium
7.8,253.2,0.7,2,Good,Good,Good,Moderate,Low
7.6,170.9,2.8,2,Good,Moderate,Moderate,Moderate,Medium
8.0,288.5,4.3,1,Moderate,Moderate,Moderate,Moderate,Medium
7.4,230.0,0.9,2,Good,Good,Good,Moderate,Low
8.8,199.8,7.7,24,Poor,Poor,Poor,Poor,High
7.5,166.5,3.1,5,Good,Moderate,Moderate,Moderate,Medium
6.5,303.6,3.1,3,Moderate,Moderate,Moderate,Moderate,Medium
7.8,335.2,0.5,0,Good,Moderate,Good,Good,Low
5.3,398.4,10.2,17,Poor,Poor,Poor,Poor,High
8.2,241.7,0.4,1,Moderate,Good,Good,Moderate,Medium
8.5,272.3,0.2,2,Moderate,Moderate,Good,Moderate,Medium
5.4,663.5,12.5,28,Poor,Poor,Poor,Poor,High
8.4,204.3,0.3,0,Moderate,Good,Good,Good,Low
7.5,262.5,0.0,5,Good,Good,Good,Moderate,Low
7.5,234.3,0.5,3,Good,Good,Good,Moderate,Low
6.9,270.8,14.2,21,Moderate,Poor,Poor,Poor,High
7.1,229.0,0.2,0,Good,Good,Good,Good,Low
5.4,379.0,10.9,11,Poor,Poor,Poor,Poor,High
7.4,250.0,0.5,3,Good,Good,Good,Moderate,Low
8.0,225.5,0.3,5,Moderate,Good,Good,Moderate,Medium
7.8,253.2,2.0,2,Good,Good,Moderate,Moderate,Medium
7.0,300.2,4.6,5,Moderate,Moderate,Moderate,Moderate,Medium
7.6,253.7,1.4,0,Good,Good,Moderate,Good,Low
7.0,242.3,0.5,0,Moderate,Good,Good,Good,Low
7.5,284.1,0.5,0,Good,Moderate,Good,Good,Low
7.2,204.7,0.7,0,Good,Good,Good,Good,Low
8.1,181.1,5.4,9,Moderate,Moderate,Poor,Poor,High
8.2,221.1,3.9,3,Moderate,Good,Moderate,Moderate,Medium
7.8,246.2,0.8,5,Good,Good,Good,Moderate,Low
8.7,330.8,1.0,18,Poor,Moderate,Moderate,Poor,High
7.1,295.9,0.9,0,Good,Moderate,Good,Good,Low
5.2,226.9,2.5,3,Poor,Good,Moderate,Moderate,High
7.7,268.6,4.8,0,Good,Good,Moderate,Good,Low
7.2,228.6,0.4,3,Good,Good,Good,Moderate,Low
9.7,520.8,5.0,19,Poor,Poor,Poor,Poor,High
6.4,331.7,1.4,22,Poor,Moderate,Moderate,Poor,High
4.8,77.6,2.0,20,Poor,Poor,Moderate,Poor,High
7.7,212.7,1.8,2,Good,Good,Moderate,Moderate,Medium
8.5,162.9,0.4,1,Moderate,Moderate,Good,Moderate,Medium
7.4,178.9,1.8,0,Good,Moderate,Moderate,Good,Medium
6.7,267.3,0.9,3,Moderate,Good,Good,Moderate,Medium
7.8,256.3,0.7,5,Good,Good,Good,Moderate,Low
7.3,220.9,3.5,4,Good,Good,Moderate,Moderate,Medium
8.4,320.5,1.7,4,Moderate,Moderate,Moderate,Moderate,Medium
9.8,82.4,13.4,21,Poor,Poor,Poor,Poor,High
7.7,224.3,0.0,1,Good,Good,Good,Moderate,Low
8.2,237.2,3.0,4,Moderate,Good,Moderate,Moderate,Medium
6.9,701.1,2.7,1,Moderate,Poor,Moderate,Moderate,High
4.8,456.0,10.6,7,Poor,Poor,Poor,Poor,High
7.4,196.6,2.5,4,Good,Moderate,Moderate,Moderate,Medium
7.8,266.6,0.8,1,Good,Good,Good,Moderate,Low
6.6,169.0,3.9,2,Moderate,Moderate,Moderate,Moderate,Medium
7.4,270.0,2.0,2,Good,Good,Moderate,Moderate,Medium
6.2,290.6,10.9,1,Poor,Moderate,Poor,Moderate,High
8.4,731.8,2.7,11,Moderate,Poor,Moderate,Poor,High
6.6,763.0,11.0,28,Moderate,Poor,Poor,Poor,High
7.1,128.7,3.6,24,Good,Poor,Moderate,Poor,High
8.5,309.6,4.3,0,Moderate,Moderate,Moderate,Good,Medium
6.9,211.6,0.9,2,Moderate,Good,Good,Moderate,Medium
7.1,208.9,0.6,1,Good,Good,Good,Moderate,Low
5.3,217.7,14.4,17,Poor,Good,Poor,Poor,High
7.1,213.9,0.5,4,Good,Good,Good,Moderate,Low
8.8,551.7,8.7,15,Poor,Poor,Poor,Poor,High
6.9,312.7,4.8,0,Moderate,Moderate,Moderate,Good,Medium
7.3,220.9,0.8,3,Good,Good,Good,Moderate,Low
7.7,264.8,0.8,0,Good,Good,Good,Good,Low
7.5,213.8,0.6,1,Good,Good,Good,Moderate,Low
4.7,649.6,9.4,14,Poor,Poor,Poor,Poor,High
4.6,305.8,12.3,3,Poor,Moderate,Poor,Moderate,High
9.2,710.3,3.6,6,Poor,Poor,Moderate,Poor,High
7.6,217.6,0.2,3,Good,Good,Good,Moderate,Low
7.7,220.4,1.2,5,Good,Good,Moderate,Moderate,Medium
8.2,265.1,4.9,2,Moderate,Good,Moderate,Moderate,Medium
8.0,218.8,4.8,4,Moderate,Good,Moderate,Moderate,Medium
5.8,120.4,2.7,12,Poor,Poor,Moderate,Poor,High
7.7,189.2,0.9,0,Good,Moderate,Good,Good,Low
5.7,295.6,1.8,16,Poor,Moderate,Moderate,Poor,High
8.2,295.2,4.8,2,Moderate,Moderate,Moderate,Moderate,Medium
6.6,280.9,2.1,1,Moderate,Moderate,Moderate,Moderate,Medium
6.8,285.9,3.0,5,Moderate,Moderate,Moderate,Moderate,Medium
10.0,86.2,14.7,8,Poor,Poor,Poor,Poor,High
7.8,655.1,14.4,19,Good,Poor,Poor,Poor,High
6.3,464.6,8.6,27,Poor,Poor,Poor,Poor,High
7.9,232.2,2.2,0,Moderate,Good,Moderate,Good,Medium
9.8,331.2,4.3,23,Poor,Moderate,Moderate,Poor,High
8.7,363.3,6.3,4,Poor,Poor,Poor,Moderate,High
6.7,239.1,0.2,0,Moderate,Good,Good,Good,Low
8.2,514.0,11.3,6,Moderate,Poor,Poor,Poor,High
7.6,273.6,0.1,0,Good,Moderate,Good,Good,Low
7.8,225.6,0.6,5,Good,Good,Good,Moderate,Low
9.3,232.6,9.8,2,Poor,Good,Poor,Moderate,High
7.3,212.7,2.3,0,Good,Good,Moderate,Good,Low
7.4,184.6,0.2,0,Good,Moderate,Good,Good,Low
4.7,108.9,6.0,1,Poor,Poor,Poor,Moderate,High
7.9,292.6,12.5,12,Moderate,Moderate,Poor,Poor,High
7.5,231.7,1.4,0,Good,Good,Moderate,Good,Low
9.8,612.2,2.0,28,Poor,Poor,Moderate,Poor,High
7.0,228.2,5.6,11,Moderate,Good,Poor,Poor,High
7.2,296.6,9.5,15,Good,Moderate,Poor,Poor,High
5.1,73.6,9.5,19,Poor,Poor,Poor,Poor,High
7.4,291.3,1.1,5,Good,Moderate,Moderate,Moderate,Medium
9.6,467.6,8.6,18,Poor,Poor,Poor,Poor,High
7.5,218.7,1.8,0,Good,Good,Moderate,Good,Low
8.1,268.0,0.1,0,Moderate,Good,Good,Good,Low
8.4,240.1,4.4,1,Moderate,Good,Moderate,Moderate,Medium
7.4,226.8,2.7,0,Good,Good,Moderate,Good,Low
9.0,308.8,5.2,21,Poor,Moderate,Poor,Poor,High
8.3,358.7,13.1,26,Moderate,Poor,Poor,Poor,High
7.6,233.2,2.1,0,Good,Good,Moderate,Good,Low
7.3,167.7,5.7,16,Good,Moderate,Poor,Poor,High
8.2,313.4,4.7,4,Moderate,Moderate,Moderate,Moderate,Medium
7.3,245.5,0.0,2,Good,Good,Good,Moderate,Low
7.7,201.7,0.5,0,Good,Good,Good,Good,Low
6.5,335.4,0.4,0,Moderate,Moderate,Good,Good,Medium
8.1,315.7,7.9,21,Moderate,Moderate,Poor,Poor,High
7.9,165.5,0.2,4,Moderate,Moderate,Good,Moderate,Medium
5.6,553.4,5.4,26,Poor,Poor,Poor,Poor,High
7.8,280.6,0.9,0,Good,Moderate,Good,Good,Low
8.5,287.7,3.6,4,Moderate,Moderate,Moderate,Moderate,Medium
7.4,307.7,4.8,2,Good,Moderate,Moderate,Moderate,Medium
8.0,281.9,2.3,3,Moderate,Moderate,Moderate,Moderate,Medium
6.6,328.3,1.2,0,Moderate,Moderate,Moderate,Good,Medium
7.7,74.6,13.7,21,Good,Poor,Poor,Poor,High
7.4,287.5,0.1,2,Good,Moderate,Good,Moderate,Medium
7.7,798.3,11.3,28,Good,Poor,Poor,Poor,High
9.7,160.3,13.9,9,Poor,Moderate,Poor,Poor,High
7.4,377.3,12.0,12,Good,Poor,Poor,Poor,High
7.7,260.4,0.2,4,Good,Good,Good,Moderate,Low
6.7,396.5,14.2,11,Moderate,Poor,Poor,Poor,High
7.3,232.2,4.9,0,Good,Good,Moderate,Good,Low
7.6,252.2,4.5,4,Good,Good,Moderate,Moderate,Medium
6.1,322.3,9.7,1,Poor,Moderate,Poor,Moderate,High
4.7,507.2,7.5,21,Poor,Poor,Poor,Poor,High
7.7,278.9,1.6,1,Good,Moderate,Moderate,Moderate,Medium
9.3,601.3,12.1,24,Poor,Poor,Poor,Poor,High
5.4,214.1,8.4,19,Poor,Good,Poor,Poor,High
7.2,182.1,1.9,3,Good,Moderate,Moderate,Moderate,Medium
7.1,296.2,0.7,3,Good,Moderate,Good,Moderate,Medium
7.1,183.6,0.4,0,Good,Moderate,Good,Good,Low
7.1,263.4,4.7,0,Good,Good,Moderate,Good,Low
4.6,501.9,5.5,18,Poor,Poor,Poor,Poor,High
5.0,752.7,8.3,10,Poor,Poor,Poor,Poor,High
7.0,169.2,1.8,4,Moderate,Moderate,Moderate,Moderate,Medium
6.7,318.6,4.9,1,Moderate,Moderate,Moderate,Moderate,Medium
6.3,597.2,9.6,26,Poor,Poor,Poor,Poor,High
7.9,323.7,4.3,3,Moderate,Moderate,Moderate,Moderate,Medium
7.4,219.8,0.1,3,Good,Good,Good,Moderate,Low
9.5,327.6,0.2,23,Poor,Moderate,Good,Poor,High
7.7,326.0,3.1,0,Good,Moderate,Moderate,Good,Medium
7.9,219.5,0.2,0,Moderate,Good,Good,Good,Low
5.6,175.6,1.6,10,Poor,Moderate,Moderate,Poor,High
7.6,278.0,4.8,2,Good,Moderate,Moderate,Moderate,Medium
6.6,265.2,1.1,0,Moderate,Good,Moderate,Good,Medium
8.4,203.7,0.0,0,Moderate,Good,Good,Good,Low
7.8,644.7,9.8,18,Good,Poor,Poor,Poor,High
8.3,314.1,3.0,1,Moderate,Moderate,Moderate,Moderate,Medium
8.5,226.3,1.4,4,Moderate,Good,Moderate,Moderate,Medium
8.3,246.3,0.5,0,Moderate,Good,Good,Good,Low
6.9,673.9,10.0,11,Moderate,Poor,Poor,Poor,High
4.6,735.7,1.8,3,Poor,Poor,Moderate,Moderate,High
8.4,319.6,4.4,22,Moderate,Moderate,Moderate,Poor,High
6.8,284.5,2.2,0,Moderate,Moderate,Moderate,Good,Medium
5.1,360.9,13.0,5,Poor,Poor,Poor,Moderate,High
6.8,164.7,3.5,11,Moderate,Moderate,Moderate,Poor,High
7.7,761.4,3.8,21,Good,Poor,Moderate,Poor,High
7.8,318.7,3.3,1,Good,Moderate,Moderate,Moderate,Medium
7.9,326.7,6.9,12,Moderate,Moderate,Poor,Poor,High
6.0,457.0,2.1,14,Poor,Poor,Moderate,Poor,High
7.4,226.8,0.2,1,Good,Good,Good,Moderate,Low
7.2,310.2,0.8,0,Good,Moderate,Good,Good,Low
5.4,401.4,14.2,2,Poor,Poor,Poor,Moderate,High
7.7,207.1,3.8,0,Good,Good,Moderate,Good,Low
8.1,297.0,2.7,2,Moderate,Moderate,Moderate,Moderate,Medium
6.8,295.4,0.5,5,Moderate,Moderate,Good,Moderate,Medium
8.6,537.2,12.7,16,Poor,Poor,Poor,Poor,High
7.3,205.8,0.3,4,Good,Good,Good,Moderate,Low
6.1,316.8,10.8,6,Poor,Moderate,Poor,Poor,High
7.6,160.4,0.4,0,Good,Moderate,Good,Good,Low
6.6,235.7,4.1,5,Moderate,Good,Moderate,Moderate,Medium
7.6,250.9,1.4,0,Good,Good,Moderate,Good,Low
7.7,266.3,0.2,3,Good,Good,Good,Moderate,Low
7.2,566.3,6.5,6,Good,Poor,Poor,Poor,High
6.2,173.5,8.0,29,Poor,Moderate,Poor,Poor,High
6.6,344.9,2.4,4,Moderate,Moderate,Moderate,Moderate,Medium
7.5,236.4,0.8,3,Good,Good,Good,Moderate,Low
7.6,314.7,0.2,0,Good,Moderate,Good,Good,Low
7.6,212.7,4.5,2,Good,Good,Moderate,Moderate,Medium
7.3,317.5,1.1,3,Good,Moderate,Moderate,Moderate,Medium
6.7,777.1,13.0,5,Moderate,Poor,Poor,Moderate,High
7.1,309.5,4.6,1,Good,Moderate,Moderate,Moderate,Medium
8.2,223.1,6.9,21,Moderate,Good,Poor,Poor,High
7.2,270.0,0.2,1,Good,Good,Good,Moderate,Low
6.9,247.5,4.5,5,Moderate,Good,Moderate,Moderate,Medium
7.7,211.9,0.0,5,Good,Good,Good,Moderate,Low
8.3,240.9,4.2,5,Moderate,Good,Moderate,Moderate,Medium
8.2,211.8,9.9,20,Moderate,Good,Poor,Poor,High
7.4,163.9,2.3,3,Good,Moderate,Moderate,Moderate,Medium
7.2,161.4,4.8,1,Good,Moderate,Moderate,Moderate,Medium
6.3,721.6,5.8,11,Poor,Poor,Poor,Poor,High
8.2,655.9,11.4,8,Moderate,Poor,Poor,Poor,High
7.7,294.6,0.3,0,Good,Moderate,Good,Good,Low
7.5,286.5,3.9,3,Good,Moderate,Moderate,Moderate,Medium
7.5,154.2,2.0,0,Good,Moderate,Moderate,Good,Medium
7.3,216.2,1.1,0,Good,Good,Moderate,Good,Low
6.7,180.0,2.3,1,Moderate,Moderate,Moderate,Moderate,Medium
7.7,277.5,1.8,1,Good,Moderate,Moderate,Moderate,Medium
7.2,168.0,0.2,0,Good,Moderate,Good,Good,Low
7.1,206.4,0.6,5,Good,Good,Good,Moderate,Low
7.2,343.1,2.0,0,Good,Moderate,Moderate,Good,Medium
9.1,123.6,7.3,3,Poor,Poor,Poor,Moderate,High
8.3,507.5,12.5,2,Moderate,Poor,Poor,Moderate,High
5.4,77.5,11.0,4,Poor,Poor,Poor,Moderate,High
8.3,686.9,3.7,24,Moderate,Poor,Moderate,Poor,High
7.8,210.9,2.9,5,Good,Good,Moderate,Moderate,Medium
7.5,206.3,0.8,0,Good,Good,Good,Good,Low
7.1,201.7,2.2,0,Good,Good,Moderate,Good,Low
7.4,226.5,3.5,2,Good,Good,Moderate,Moderate,Medium
6.7,271.4,0.8,4,Moderate,Moderate,Good,Moderate,Medium
7.8,527.5,8.3,18,Good,Poor,Poor,Poor,High
7.8,308.5,0.5,2,Good,Moderate,Good,Moderate,Medium
7.1,163.9,0.3,0,Good,Moderate,Good,Good,Low
9.1,308.9,11.6,8,Poor,Moderate,Poor,Poor,High
5.5,628.1,14.2,16,Poor,Poor,Poor,Poor,High
7.7,243.7,0.4,3,Good,Good,Good,Moderate,Low
7.8,249.2,2.6,0,Good,Good,Moderate,Good,Low
7.4,346.8,2.7,2,Good,Moderate,Moderate,Moderate,Medium
7.4,245.8,4.0,2,Good,Good,Moderate,Moderate,Medium
7.7,220.0,0.6,3,Good,Good,Good,Moderate,Low
7.2,321.5,0.5,0,Good,Moderate,Good,Good,Low
6.6,302.2,1.0,3,Moderate,Moderate,Moderate,Moderate,Medium
7.2,219.3,3.4,0,Good,Good,Moderate,Good,Low
6.8,152.9,2.4,3,Moderate,Moderate,Moderate,Moderate,Medium
6.5,136.9,12.9,7,Moderate,Poor,Poor,Poor,High
6.0,648.2,4.7,12,Poor,Poor,Moderate,Poor,High
7.6,249.2,0.2,3,Good,Good,Good,Moderate,Low
7.2,627.8,10.2,25,Good,Poor,Poor,Poor,High
7.2,242.6,4.3,26,Good,Good,Moderate,Poor,High
7.4,591.1,2.1,6,Good,Poor,Moderate,Poor,High
9.0,133.0,12.7,23,Poor,Poor,Poor,Poor,High
7.2,309.8,0.3,5,Good,Moderate,Good,Moderate,Medium
6.9,241.7,0.2,0,Moderate,Good,Good,Good,Low
6.9,246.8,4.6,5,Moderate,Good,Moderate,Moderate,Medium
7.8,193.2,0.0,0,Good,Moderate,Good,Good,Low
5.4,140.1,5.1,27,Poor,Poor,Poor,Poor,High
7.7,162.1,3.7,4,Good,Moderate,Moderate,Moderate,Medium
7.7,238.3,2.6,0,Good,Good,Moderate,Good,Low
8.1,195.9,2.9,0,Moderate,Moderate,Moderate,Good,Medium
7.2,208.4,4.6,2,Good,Good,Moderate,Moderate,Medium
9.3,617.7,0.7,7,Poor,Poor,Good,Poor,High
7.7,217.6,0.0,1,Good,Good,Good,Moderate,Low
7.4,230.0,2.0,1,Good,Good,Moderate,Moderate,Medium
7.6,164.5,2.5,0,Good,Moderate,Moderate,Good,Medium
7.4,308.8,4.5,1,Good,Moderate,Moderate,Moderate,Medium
7.7,194.7,1.2,2,Good,Moderate,Moderate,Moderate,Medium
7.7,265.4,2.5,0,Good,Good,Moderate,Good,Low
6.2,125.8,10.4,27,Poor,Poor,Poor,Poor,High
6.7,260.7,3.5,3,Moderate,Good,Moderate,Moderate,Medium
7.1,243.8,2.1,0,Good,Good,Moderate,Good,Low
6.6,178.1,3.4,2,Moderate,Moderate,Moderate,Moderate,Medium
8.0,333.6,0.9,0,Moderate,Moderate,Good,Good,Medium
7.1,311.2,0.3,0,Good,Moderate,Good,Good,Low
7.2,258.0,0.0,1,Good,Good,Good,Moderate,Low
8.0,156.3,4.1,1,Moderate,Moderate,Moderate,Moderate,Medium
9.7,763.0,8.6,14,Poor,Poor,Poor,Poor,High
6.5,278.4,2.6,3,Moderate,Moderate,Moderate,Moderate,Medium
7.4,241.3,0.2,2,Good,Good,Good,Moderate,Low
7.8,241.1,1.5,3,Good,Good,Moderate,Moderate,Medium
5.1,748.2,14.6,13,Poor,Poor,Poor,Poor,High
7.1,295.4,1.9,0,Good,Moderate,Moderate,Good,Medium
7.3,194.0,2.4,1,Good,Moderate,Moderate,Moderate,Medium
9.7,519.0,11.8,14,Poor,Poor,Poor,Poor,High
7.8,548.8,2.6,12,Good,Poor,Moderate,Poor,High
7.7,344.5,2.8,2,Good,Moderate,Moderate,Moderate,Medium
7.4,335.1,1.8,0,Good,Moderate,Moderate,Good,Medium
7.6,274.1,1.2,0,Good,Moderate,Moderate,Good,Medium
7.6,220.4,1.3,2,Good,Good,Moderate,Moderate,Medium
9.0,648.8,2.3,26,Poor,Poor,Moderate,Poor,High
7.8,238.6,0.7,4,Good,Good,Good,Moderate,Low
6.7,157.4,0.9,1,Moderate,Moderate,Good,Moderate,Medium
6.6,281.3,1.1,2,Moderate,Moderate,Moderate,Moderate,Medium
7.0,161.2,1.5,1,Moderate,Moderate,Moderate,Moderate,Medium
7.4,230.0,2.0,6,Good,Good,Moderate,Poor,High
5.5,187.6,4.6,21,Poor,Moderate,Moderate,Poor,High
6.8,196.0,1.2,2,Moderate,Moderate,Moderate,Moderate,Medium
7.2,232.4,0.5,0,Good,Good,Good,Good,Low
5.2,725.4,10.4,4,Poor,Poor,Poor,Moderate,High
7.1,212.8,0.4,3,Good,Good,Good,Moderate,Low
7.3,218.9,0.7,0,Good,Good,Good,Good,Low
8.2,121.7,9.4,0,Moderate,Poor,Poor,Good,High
8.2,314.8,2.2,0,Moderate,Moderate,Moderate,Good,Medium
7.7,282.1,0.9,0,Good,Moderate,Good,Good,Low
8.3,227.6,1.6,2,Moderate,Good,Moderate,Moderate,Medium
7.2,204.0,0.3,1,Good,Good,Good,Moderate,Low
6.6,559.7,3.3,25,Moderate,Poor,Moderate,Poor,High
7.1,265.6,0.2,1,Good,Good,Good,Moderate,Low
7.2,797.3,13.5,2,Good,Poor,Poor,Moderate,High
4.8,698.5,12.2,4,Poor,Poor,Poor,Moderate,High
6.9,251.0,4.4,3,Moderate,Good,Moderate,Moderate,Medium
9.7,153.1,5.1,24,Poor,Moderate,Poor,Poor,High
7.2,244.8,0.6,4,Good,Good,Good,Moderate,Low
6.7,223.6,3.4,3,Moderate,Good,Moderate,Moderate,Medium
7.4,322.5,1.0,0,Good,Moderate,Moderate,Good,Medium
7.3,262.2,2.8,0,Good,Good,Moderate,Good,Low
7.3,739.5,7.5,21,Good,Poor,Poor,Poor,High
6.9,295.0,2.3,2,Moderate,Moderate,Moderate,Moderate,Medium
7.3,183.4,1.3,3,Good,Moderate,Moderate,Moderate,Medium
4.7,790.0,1.8,4,Poor,Poor,Moderate,Moderate,High
7.3,200.1,4.8,1,Good,Good,Moderate,Moderate,Medium
4.9,215.1,10.2,4,Poor,Good,Poor,Moderate,High
5.4,61.7,6.4,0,Poor,Poor,Poor,Good,High
7.0,315.0,0.4,2,Moderate,Moderate,Good,Moderate,Medium
5.8,370.3,12.3,8,Poor,Poor,Poor,Poor,High
7.6,343.3,1.4,1,Good,Moderate,Moderate,Moderate,Medium
7.1,208.0,4.7,0,Good,Good,Moderate,Good,Low
7.8,233.7,4.5,0,Good,Good,Moderate,Good,Low
5.4,191.3,11.0,28,Poor,Moderate,Poor,Poor,High
7.9,238.5,0.3,0,Moderate,Good,Good,Good,Low
6.8,216.9,0.1,5,Moderate,Good,Good,Moderate,Medium
7.9,167.2,1.6,2,Moderate,Moderate,Moderate,Moderate,Medium
7.5,292.4,0.7,0,Good,Moderate,Good,Good,Low
9.7,330.0,4.1,13,Poor,Moderate,Moderate,Poor,High
7.1,207.1,2.3,0,Good,Good,Moderate,Good,Low
8.4,281.7,4.4,0,Moderate,Moderate,Moderate,Good,Medium
7.9,279.7,9.4,27,Moderate,Moderate,Poor,Poor,High
4.6,423.6,7.1,2,Poor,Poor,Poor,Moderate,High
6.6,296.9,2.6,4,Moderate,Moderate,Moderate,Moderate,Medium
6.8,207.1,4.0,4,Moderate,Good,Moderate,Moderate,Medium
6.9,348.7,3.7,0,Moderate,Moderate,Moderate,Good,Medium
7.3,288.8,2.8,0,Good,Moderate,Moderate,Good,Medium
7.5,237.3,2.3,4,Good,Good,Moderate,Moderate,Medium
7.2,257.3,0.9,1,Good,Good,Good,Moderate,Low
8.6,454.8,8.8,24,Poor,Poor,Poor,Poor,High
8.8,468.8,6.4,25,Poor,Poor,Poor,Poor,High
7.7,161.7,0.0,1,Good,Moderate,Good,Moderate,Medium
7.1,280.2,0.3,0,Good,Moderate,Good,Good,Low
7.4,240.6,0.7,4,Good,Good,Good,Moderate,Low
4.6,572.7,15.0,5,Poor,Poor,Poor,Moderate,High
7.9,200.4,0.8,0,Moderate,Good,Good,Good,Low
6.5,223.2,2.4,3,Moderate,Good,Moderate,Moderate,Medium
7.2,220.7,2.3,0,Good,Good,Moderate,Good,Low
7.7,245.7,0.6,4,Good,Good,Good,Moderate,Low
8.5,242.4,0.3,2,Moderate,Good,Good,Moderate,Medium
8.6,186.7,8.5,16,Poor,Moderate,Poor,Poor,High
8.5,52.5,7.0,23,Moderate,Poor,Poor,Poor,High
9.9,651.2,14.4,3,Poor,Poor,Poor,Moderate,High
7.7,260.4,0.8,3,Good,Good,Good,Moderate,Low
7.8,201.7,2.3,0,Good,Good,Moderate,Good,Low
7.7,253.4,1.0,0,Good,Good,Moderate,Good,Low
7.0,259.6,3.5,4,Moderate,Good,Moderate,Moderate,Medium
7.1,248.2,0.4,3,Good,Good,Good,Moderate,Low
8.0,666.9,2.0,21,Moderate,Poor,Moderate,Poor,High
6.8,638.5,9.6,10,Moderate,Poor,Poor,Poor,High
7.2,216.7,0.5,5,Good,Good,Good,Moderate,Low
5.6,83.9,4.9,15,Poor,Poor,Moderate,Poor,High
6.8,213.3,0.5,0,Moderate,Good,Good,Good,Low
7.7,248.9,1.0,1,Good,Good,Moderate,Moderate,Medium
7.4,155.0,3.8,4,Good,Moderate,Moderate,Moderate,Medium
7.4,253.0,0.5,1,Good,Good,Good,Moderate,Low
8.3,239.7,3.2,0,Moderate,Good,Moderate,Good,Medium
7.2,209.3,4.4,0,Good,Good,Moderate,Good,Low
7.0,184.9,3.9,0,Moderate,Moderate,Moderate,Good,Medium
7.7,267.0,0.9,5,Good,Good,Good,Moderate,Low
8.7,529.2,11.4,4,Poor,Poor,Poor,Moderate,High
8.5,345.7,4.3,5,Moderate,Moderate,Moderate,Moderate,Medium
9.6,642.6,0.3,9,Poor,Poor,Good,Poor,High
8.7,471.0,11.6,6,Poor,Poor,Poor,Poor,High
7.2,654.5,8.3,23,Good,Poor,Poor,Poor,High
8.0,265.9,0.9,0,Moderate,Good,Good,Good,Low
5.2,740.6,13.0,22,Poor,Poor,Poor,Poor,High
5.7,139.9,5.1,14,Poor,Poor,Poor,Poor,High
8.3,328.0,4.3,4,Moderate,Moderate,Moderate,Moderate,Medium
7.2,205.7,0.4,1,Good,Good,Good,Moderate,Low
9.0,259.8,14.1,17,Poor,Good,Poor,Poor,High
7.1,198.0,0.3,0,Good,Moderate,Good,Good,Low
7.4,210.5,0.6,4,Good,Good,Good,Moderate,Low
6.8,260.8,3.5,3,Moderate,Good,Moderate,Moderate,Medium
7.3,261.4,0.8,4,Good,Good,Good,Moderate,Low
7.5,157.1,2.5,1,Good,Moderate,Moderate,Moderate,Medium
7.2,239.9,2.0,0,Good,Good,Moderate,Good,Low
7.7,210.1,1.8,0,Good,Good,Moderate,Good,Low
7.4,256.5,0.1,0,Good,Good,Good,Good,Low
7.0,242.8,0.1,0,Moderate,Good,Good,Good,Low
7.3,314.3,0.5,0,Good,Moderate,Good,Good,Low
6.7,344.4,0.8,5,Moderate,Moderate,Good,Moderate,Medium
9.5,311.2,7.7,23,Poor,Moderate,Poor,Poor,High
8.5,240.6,0.7,4,Moderate,Good,Good,Moderate,Medium
7.3,253.7,0.9,4,Good,Good,Good,Moderate,Low
7.7,168.4,3.0,2,Good,Moderate,Moderate,Moderate,Medium
7.3,182.4,0.2,0,Good,Moderate,Good,Good,Low
8.2,300.2,4.3,2,Moderate,Moderate,Moderate,Moderate,Medium
8.4,301.5,3.7,0,Moderate,Moderate,Moderate,Good,Medium
5.2,765.5,9.1,29,Poor,Poor,Poor,Poor,High
7.5,205.8,0.3,4,Good,Good,Good,Moderate,Low
6.9,223.1,4.4,0,Moderate,Good,Moderate,Good,Medium
6.6,214.0,0.8,0,Moderate,Good,Good,Good,Low
7.5,224.1,1.0,0,Good,Good,Moderate,Good,Low
9.0,538.6,3.1,28,Poor,Poor,Moderate,Poor,High
7.3,287.8,0.3,5,Good,Moderate,Good,Moderate,Medium
7.9,261.7,0.7,0,Moderate,Good,Good,Good,Low
7.1,232.2,0.6,3,Good,Good,Good,Moderate,Low
5.9,797.2,14.5,4,Poor,Poor,Poor,Moderate,High
8.7,333.4,3.6,8,Poor,Moderate,Moderate,Poor,High
8.3,63.0,4.8,28,Moderate,Poor,Moderate,Poor,High
7.1,200.9,0.7,2,Good,Good,Good,Moderate,Low
7.4,319.1,13.2,24,Good,Moderate,Poor,Poor,High
7.2,258.7,4.2,0,Good,Good,Moderate,Good,Low
6.9,267.4,0.5,0,Moderate,Good,Good,Good,Low
4.8,505.7,2.6,6,Poor,Poor,Moderate,Poor,High
7.4,305.4,2.5,3,Good,Moderate,Moderate,Moderate,Medium
7.2,283.4,0.3,0,Good,Moderate,Good,Good,Low
7.8,327.5,0.0,0,Good,Moderate,Good,Good,Low
6.0,534.0,8.9,8,Poor,Poor,Poor,Poor,High
5.0,524.9,11.0,20,Poor,Poor,Poor,Poor,High
7.1,321.1,1.5,1,Good,Moderate,Moderate,Moderate,Medium
7.1,268.8,1.2,0,Good,Good,Moderate,Good,Low
