pH,TDS,Turbidity,MP_Count,Risk
7.69,245,0.35,1,Low
7.38,245,0.46,2,Low
6.56,213,3.1,4,Medium
6.54,236,2.12,6,Medium
7.24,221,0.79,3,Low
6.61,201,0.02,7,Medium
7.59,252,4.47,6,Medium
7.52,248,0.39,2,Low
7.15,207,0.74,4,Low
7.0,489,11.33,39,High
7.0,74,7.22,15,High
7.91,324,0.73,0,Medium
7.95,274,0.07,4,Medium
6.7,172,0.73,5,Medium
7.69,259,0.66,2,Low
7.0,402,17.85,2,High
3.44,269,16.34,3,High
8.24,158,4.5,4,Medium
7.41,255,0.82,1,Low
1.5,237,0.41,44,High
7.45,265,0.73,2,Low
7.61,220,0.83,4,Low
7.34,258,0.02,3,Low
7.79,307,1.72,4,Medium
7.95,296,0.89,5,Medium
3.17,252,0.15,0,High
7.46,202,4.15,7,Medium
7.71,228,0.17,4,Low
7.42,223,0.39,4,Low
7.0,148,0.74,43,High
7.7,346,1.21,6,Medium
8.43,327,0.6,7,Medium
7.42,201,0.82,0,Low
8.32,257,4.7,6,Medium
12.48,57,0.07,12,High
7.47,259,8.46,3,High
7.0,86,16.14,48,High
7.0,663,0.29,41,High
7.73,211,0.74,1,Low
8.09,329,1.42,0,Medium
7.4,50,0.24,30,High
7.54,218,0.67,3,Low
6.67,203,2.29,7,Medium
8.13,204,2.35,0,Medium
7.35,94,10.5,32,High
7.18,241,0.3,4,Low
11.64,205,0.56,0,High
7.26,204,5.85,4,High
7.67,228,6.77,30,High
7.25,164,3.98,2,Medium
6.79,213,1.18,5,Medium
7.0,116,13.26,43,High
6.57,268,0.53,6,Medium
7.59,225,0.54,4,Low
7.91,175,0.56,7,Medium
7.0,224,0.79,1,High
7.63,219,0.31,1,Low
7.47,263,0.0,3,Low
7.14,58,0.02,3,High
7.79,248,0.88,3,Low
6.64,165,0.77,1,Medium
7.35,267,0.63,4,Low
2.58,254,0.59,17,High
8.25,256,1.4,5,Medium
7.7,714,0.65,39,High
7.78,212,0.42,4,Low
6.57,285,1.82,1,Medium
10.32,910,6.78,2,High
7.51,248,4.45,5,Medium
7.14,200,0.08,4,Low
6.86,334,0.19,6,Medium
7.57,255,0.19,0,Low
7.0,82,12.59,31,High
7.56,259,0.86,1,Low
8.21,273,0.65,5,Medium
7.25,207,0.01,4,Low
7.0,141,9.63,35,High
7.43,211,0.12,4,Low
7.29,259,0.12,1,Low
7.42,235,0.22,16,High
7.6,204,0.34,36,High
13.91,223,11.67,37,High
8.34,310,0.49,0,Medium
7.71,245,0.13,2,Low
7.35,261,0.14,2,Low
8.28,278,4.81,2,Medium
6.53,155,3.55,2,Medium
8.16,279,0.64,6,Medium
7.8,268,0.38,37,High
7.46,243,0.66,3,Low
8.3,297,0.77,7,Medium
7.97,156,0.63,2,Medium
7.26,785,19.37,4,High
7.45,226,0.05,1,Low
7.31,273,4.02,5,Medium
6.9,253,4.4,4,Medium
2.21,92,8.27,3,High
7.28,233,0.2,1,Low
3.39,80,0.8,27,High
6.83,253,0.73,7,Medium
7.51,205,0.34,2,Low
7.54,220,0.04,1,Low
7.52,202,0.39,3,Low
7.38,80,0.76,0,High
7.56,341,0.33,7,Medium
7.64,206,0.39,4,Low
7.59,592,9.21,1,High
7.28,121,6.5,15,High
3.2,217,16.83,25,High
7.0,220,14.22,4,High
7.25,230,0.66,0,Low
7.3,152,4.13,7,Medium
7.77,267,0.5,3,Low
7.44,219,0.47,3,Low
7.57,252,0.34,1,Low
7.33,233,0.53,4,Low
7.45,209,0.08,4,Low
7.38,234,0.07,4,Low
6.59,162,1.22,0,Medium
6.82,155,0.29,3,Medium
7.4,250,0.77,2,Low
6.79,256,0.28,6,Medium
7.23,290,0.19,7,Medium
7.36,573,7.08,3,High
7.53,931,12.38,2,High
7.2,234,0.05,2,Low
7.57,250,0.12,2,Low
7.74,200,0.84,2,Low
6.5,228,1.93,7,Medium
7.62,268,0.12,1,Low
7.74,216,0.49,4,Low
7.63,216,0.23,3,Low
7.26,143,18.05,31,High
7.51,253,11.47,26,High
7.77,943,15.49,4,High
7.66,158,2.56,5,Medium
7.51,272,0.76,5,Medium
7.35,250,0.7,0,Low
7.72,266,0.04,1,Low
10.93,210,0.02,1,High
9.14,54,0.61,33,High
7.74,304,1.54,7,Medium
6.74,165,0.05,7,Medium
7.75,290,3.42,7,Medium
7.45,236,0.2,0,Low
7.93,166,2.31,0,Medium
7.17,146,0.14,37,High
6.89,328,2.17,0,Medium
7.0,246,12.09,40,High
7.77,259,0.0,0,Low
7.19,207,17.72,0,High
1.59,423,11.47,24,High
9.56,216,10.76,33,High
11.89,256,6.13,17,High
7.41,230,0.27,3,Low
7.96,265,0.63,5,Medium
7.0,215,0.53,19,High
10.25,788,8.16,2,High
7.79,239,0.55,4,Low
1.61,83,0.64,37,High
7.68,228,0.74,2,Low
6.62,210,3.11,1,Medium
7.14,158,3.11,4,Medium
7.5,258,0.68,1,Low
7.64,845,0.52,2,High
7.0,364,0.68,15,High
7.42,839,11.34,3,High
7.0,469,0.11,4,High
7.64,980,0.42,10,High
8.31,233,4.1,1,Medium
7.61,240,0.07,1,Low
8.13,285,0.27,7,Medium
8.29,162,0.49,7,Medium
7.71,188,0.04,6,Medium
8.4,236,0.46,7,Medium
12.55,125,5.97,43,High
7.75,231,0.11,4,Low
7.0,69,19.71,23,High
7.16,54,0.64,27,High
7.28,242,0.65,2,Low
5.39,209,15.03,1,High
9.98,244,9.22,32,High
7.5,263,1.07,5,Medium
8.37,212,3.31,6,Medium
7.46,187,4.12,3,Medium
8.02,237,4.81,0,Medium
7.56,234,0.08,1,Low
7.0,602,17.98,26,High
7.19,220,0.29,0,Low
8.24,205,1.1,6,Medium
7.41,308,1.22,4,Medium
13.93,801,6.0,37,High
8.4,268,4.65,6,Medium
8.15,316,0.76,3,Medium
6.68,314,1.94,2,Medium
6.86,349,0.04,7,Medium
7.21,468,18.47,50,High
7.42,80,0.56,25,High
8.2,270,2.51,3,Medium
7.27,228,8.3,0,High
7.0,701,0.39,2,High
7.11,201,0.48,2,Low
7.43,207,0.34,2,Low
7.6,204,0.69,2,Low
11.02,133,6.8,3,High
7.31,675,18.84,22,High
7.52,227,0.83,4,Low
9.45,210,16.88,46,High
7.42,725,5.63,4,High
9.27,79,0.77,18,High
7.72,256,0.0,0,Low
7.67,234,0.34,0,Low
6.72,261,0.67,5,Medium
7.36,202,0.84,2,Low
7.59,77,16.59,9,High
6.74,166,1.78,1,Medium
7.64,225,0.36,4,Low
7.0,66,0.23,29,High
7.3,226,19.67,35,High
7.71,993,16.95,0,High
7.28,257,0.8,1,Low
7.71,222,0.49,3,Low
8.44,157,0.04,5,Medium
7.17,213,0.67,1,Low
7.72,206,0.65,0,Low
7.71,158,0.64,7,Medium
7.45,250,0.77,2,Low
7.69,209,0.51,2,Low
7.44,102,18.11,24,High
7.52,250,0.07,4,Low
7.0,959,0.17,24,High
7.51,265,0.54,1,Low
7.0,576,10.75,43,High
7.47,208,0.49,2,Low
8.21,173,0.61,2,Medium
5.53,258,0.32,2,High
7.72,218,3.83,6,Medium
7.66,231,0.51,0,Low
8.23,204,0.02,7,Medium
8.3,238,2.09,0,Medium
7.73,212,0.46,2,Low
3.22,222,0.51,2,High
7.55,251,0.38,1,Low
7.43,239,0.14,0,Low
8.98,834,11.88,34,High
7.45,204,0.69,0,Low
7.25,333,4.54,7,Medium
8.63,100,0.06,0,High
9.94,85,19.91,13,High
7.8,260,0.59,4,Low
7.42,238,0.56,2,Low
12.73,105,16.22,37,High
2.24,83,7.49,0,High
7.28,100,15.92,9,High
7.51,216,4.7,5,Medium
7.57,150,3.98,6,Medium
6.83,300,2.85,4,Medium
7.61,230,0.78,3,Low
7.24,701,0.27,49,High
7.41,262,0.33,1,Low
6.74,265,2.37,0,Medium
7.0,658,17.81,4,High
7.0,111,0.29,11,High
6.82,253,0.24,6,Medium
7.62,184,0.38,5,Medium
7.41,153,0.22,6,Medium
7.25,340,0.47,6,Medium
7.2,236,0.36,1,Low
5.59,89,16.94,22,High
6.51,182,2.09,2,Medium
7.0,59,0.7,28,High
7.3,265,0.71,2,Low
7.0,70,19.88,41,High
7.53,226,0.78,2,Low
7.59,150,2.12,6,Medium
7.73,228,0.44,2,Low
7.97,171,0.08,7,Medium
7.33,221,0.89,1,Low
6.76,255,0.38,5,Medium
12.35,267,0.76,1,High
7.15,259,0.54,3,Low
8.1,156,3.76,2,Medium
7.0,61,13.95,0,High
7.26,106,11.33,31,High
8.33,309,0.18,7,Medium
7.0,806,12.93,22,High
6.6,156,0.55,4,Medium
11.66,139,11.48,3,High
7.62,220,0.69,3,Low
7.71,316,0.6,7,Medium
6.59,271,0.79,7,Medium
7.0,64,9.92,47,High
7.62,230,0.57,1,Low
7.75,223,0.15,4,Low
7.7,153,0.52,6,Medium
7.74,213,0.35,1,Low
7.77,254,0.42,4,Low
7.28,254,0.28,1,Low
7.39,273,0.35,7,Medium
7.54,229,0.41,1,Low
7.0,243,11.45,46,High
7.52,161,1.72,5,Medium
7.0,252,0.06,35,High
7.46,124,5.33,29,High
8.01,244,4.12,4,Medium
7.57,215,0.08,1,Low
7.62,258,8.42,4,High
7.91,217,0.42,7,Medium
6.83,227,0.63,7,Medium
5.48,110,19.98,20,High
7.12,143,0.77,4,High
7.59,201,0.57,0,Low
7.51,213,0.01,3,Low
7.53,612,6.43,2,High
7.54,124,0.45,2,High
7.33,165,4.37,3,Medium
7.74,222,0.5,0,Low
7.3,269,0.06,2,Low
7.4,240,0.47,22,High
7.43,214,0.42,4,Low
7.0,130,16.62,19,High
7.48,260,0.2,2,Low
7.0,923,17.73,45,High
7.42,226,0.21,24,High
7.37,215,0.84,3,Low
7.67,271,4.86,6,Medium
7.25,328,0.23,5,Medium
7.38,69,19.63,27,High
1.77,452,16.23,11,High
7.12,540,0.32,32,High
7.71,258,1.55,5,Medium
7.0,133,19.05,3,High
7.41,261,0.07,4,Low
6.83,240,3.98,0,Medium
11.11,627,0.87,22,High
9.99,214,15.68,4,High
7.35,235,0.76,1,Low
7.57,221,0.69,0,Low
7.77,245,0.5,1,Low
7.98,226,2.43,4,Medium
12.01,253,14.49,1,High
6.58,208,1.45,7,Medium
7.11,248,0.88,2,Low
5.55,139,16.39,4,High
7.31,253,0.32,2,Low
6.54,300,1.56,1,Medium
7.32,245,0.37,49,High
7.24,249,0.53,1,Low
7.63,82,0.83,31,High
7.48,238,0.51,2,Low
6.74,185,4.72,3,Medium
7.5,299,4.07,3,Medium
7.39,264,0.52,0,Low
8.33,276,0.67,3,Medium
7.76,182,3.36,3,Medium
6.69,182,0.38,6,Medium
3.21,814,10.23,43,High
7.45,257,0.24,1,Low
7.61,195,4.32,4,Medium
7.35,270,0.79,3,Low
7.92,287,0.78,5,Medium
7.66,187,4.6,2,Medium
12.41,829,6.68,29,High
7.97,160,0.19,7,Medium
4.03,904,10.42,44,High
7.15,236,0.47,4,Low
7.0,426,10.54,19,High
7.11,201,0.0,2,Low
7.0,260,0.34,3,High
7.24,230,0.28,1,Low
6.59,260,2.34,5,Medium
7.66,671,19.88,2,High
7.46,317,0.11,7,Medium
7.68,268,0.35,3,Low
8.34,262,3.62,7,Medium
7.31,240,0.18,0,Low
6.23,789,0.48,37,High
7.27,252,0.07,1,Low
7.46,510,0.06,1,High
7.56,218,0.81,4,Low
7.96,178,0.64,6,Medium
7.13,212,0.02,3,Low
8.35,249,2.27,6,Medium
7.4,73,17.66,0,High
7.32,258,0.59,2,Low
8.43,217,2.35,5,Medium
7.55,344,4.89,6,Medium
8.23,181,2.63,3,Medium
7.66,235,0.81,1,Low
7.14,240,0.77,2,Low
7.12,248,0.41,0,Low
7.11,229,0.21,2,Low
7.67,73,0.7,43,High
7.14,183,2.28,7,Medium
7.41,224,0.81,1,Low
7.65,240,19.87,0,High
6.7,283,0.37,0,Medium
7.62,259,3.53,7,Medium
7.0,51,5.18,43,High
10.58,96,0.67,20,High
7.99,287,0.13,1,Medium
6.57,167,4.11,1,Medium
7.25,225,0.21,1,Low
7.33,270,0.89,2,Low
11.48,265,0.12,38,High
7.75,257,0.45,2,Low
7.58,252,0.09,2,Low
7.28,225,0.52,1,Low
7.73,64,0.26,3,High
6.71,177,0.38,5,Medium
7.0,105,14.33,24,High
8.08,160,0.74,7,Medium
7.75,176,2.8,5,Medium
7.36,226,0.4,4,Low
9.57,72,8.1,22,High
7.47,250,0.34,3,Low
7.4,216,0.79,3,Low
7.58,270,0.19,4,Low
7.16,219,3.63,7,Medium
7.22,256,0.03,3,Low
7.44,233,0.42,3,Low
7.2,246,2.12,6,Medium
6.54,236,1.48,4,Medium
7.62,234,14.79,2,High
7.66,245,0.62,3,Low
7.0,954,0.45,47,High
7.79,319,0.46,6,Medium
7.41,778,0.09,0,High
7.68,269,0.56,0,Low
7.19,261,3.47,7,Medium
7.21,245,0.03,0,Low
7.27,200,0.42,1,Low
7.91,199,0.26,7,Medium
7.49,276,3.85,7,Medium
7.5,263,0.31,2,Low
6.8,196,0.87,1,Medium
6.57,177,4.71,3,Medium
8.34,236,2.74,6,Medium
7.14,274,4.06,5,Medium
6.89,205,3.02,7,Medium
7.72,223,0.21,0,Low
7.28,240,1.92,6,Medium
7.91,309,2.03,2,Medium
8.45,218,4.09,0,Medium
5.77,599,7.8,4,High
7.0,121,13.41,10,High
7.21,225,0.0,3,Low
7.57,224,0.81,0,Low
7.51,239,0.05,2,Low
13.79,148,5.89,22,High
7.72,233,0.48,1,Low
7.48,825,11.91,3,High
7.56,189,1.39,7,Medium
6.69,239,0.12,5,Medium
7.14,290,0.39,5,Medium
1.07,975,0.33,36,High
7.24,248,0.29,3,Low
8.43,223,2.74,0,Medium
7.44,279,0.35,6,Medium
7.0,122,18.61,17,High
10.19,951,16.56,30,High
1.33,263,0.01,11,High
6.89,241,0.39,6,Medium
7.37,164,0.64,6,Medium
7.56,265,0.8,3,Low
7.59,234,0.47,1,Low
7.57,251,0.66,10,High
12.6,228,0.11,4,High
7.97,315,0.56,5,Medium
7.52,246,0.23,3,Low
6.75,202,0.75,7,Medium
7.5,190,2.15,4,Medium
7.28,171,0.03,5,Medium
8.4,212,0.72,7,Medium
7.77,236,0.87,19,High
7.52,261,0.04,1,Low
7.13,50,16.65,4,High
1.07,242,0.17,2,High
7.79,240,0.86,0,Low
7.51,261,0.62,3,Low
7.63,269,0.82,1,Low
6.9,213,2.78,6,Medium
7.68,228,0.71,0,Low
7.49,477,0.86,21,High
7.12,247,0.26,1,Low
7.74,222,0.82,2,Low
7.48,215,0.5,30,High
7.0,261,0.36,34,High
7.53,250,0.01,3,Low
7.59,98,0.59,4,High
6.3,149,19.13,24,High
7.41,175,0.45,7,Medium
6.74,264,0.57,6,Medium
7.93,321,4.6,3,Medium
7.45,250,0.45,4,Low
7.63,235,0.41,2,Low
7.38,221,2.42,7,Medium
7.63,237,0.02,3,Low
8.24,329,1.23,4,Medium
7.12,208,0.21,0,Low
8.02,348,0.15,7,Medium
13.33,97,9.48,38,High
7.92,217,0.79,5,Medium
7.54,240,0.43,1,Low
7.15,266,11.72,1,High
7.26,616,5.62,22,High
10.0,862,19.29,33,High
7.36,223,3.84,7,Medium
7.51,214,0.66,1,Low
7.76,219,0.36,0,Low
7.51,174,2.57,0,Medium
7.34,243,0.89,3,Low
2.02,733,16.76,45,High
7.97,257,1.54,7,Medium
6.56,248,4.21,0,Medium
7.98,271,2.33,3,Medium
10.42,120,7.05,24,High
7.38,396,12.09,4,High
6.51,156,1.61,4,Medium
6.72,240,1.28,6,Medium
7.37,222,0.55,3,Low
8.41,270,1.53,5,Medium
1.8,366,7.28,30,High
8.14,158,3.9,2,Medium
8.12,328,0.14,6,Medium
7.71,119,14.87,43,High
7.11,248,0.85,3,Low
5.57,76,11.28,10,High
6.87,213,2.42,7,Medium
11.28,94,19.43,0,High
6.72,217,4.2,6,Medium
7.26,182,0.09,5,Medium
7.64,203,0.1,0,Low
8.44,164,0.3,0,Medium
7.61,207,0.5,1,Low
7.53,249,16.66,1,High
7.5,180,1.17,7,Medium
2.14,574,12.91,0,High
7.0,231,6.25,22,High
9.26,994,8.46,30,High
7.3,211,0.27,0,Low
7.0,238,9.57,4,High
7.61,236,0.59,1,Low
7.0,781,7.04,13,High
7.6,198,0.73,7,Medium
7.74,260,1.14,7,Medium
7.0,102,0.09,1,High
7.11,265,0.83,2,Low
7.22,164,2.66,0,Medium
7.18,242,0.5,1,Low
4.91,541,0.58,17,High
7.19,212,0.05,4,Low
9.05,628,18.65,26,High
7.0,440,14.73,10,High
10.61,1000,10.85,15,High
7.73,243,0.77,2,Low
3.59,138,7.95,14,High
7.26,251,0.73,3,Low
7.44,337,3.78,7,Medium
7.75,226,0.57,2,Low
7.58,106,0.87,3,High
7.26,202,0.43,4,Low
7.62,244,4.3,7,Medium
7.4,224,0.06,2,Low
7.18,216,0.06,0,Low
7.53,242,0.22,1,Low
7.0,993,18.77,37,High
13.2,99,15.58,3,High
8.06,333,0.0,5,Medium
8.49,244,0.73,7,Medium
8.26,240,4.71,2,Medium
10.84,657,14.01,9,High
11.03,263,0.03,0,High
7.38,268,0.5,1,Low
6.86,268,0.36,6,Medium
13.09,250,0.71,2,High
3.8,231,9.74,0,High
8.37,316,0.4,6,Medium
6.63,243,0.23,6,Medium
7.74,322,2.64,7,Medium
7.45,208,8.36,1,High
7.0,819,7.38,3,High
9.7,441,10.68,21,High
7.54,204,2.11,7,Medium
7.5,195,0.84,6,Medium
7.56,151,1.25,6,Medium
3.76,256,10.4,42,High
7.72,299,0.81,6,Medium
7.77,241,0.72,0,Low
8.14,343,2.87,0,Medium
6.84,227,3.24,5,Medium
8.42,272,4.43,4,Medium
7.34,260,0.44,0,Low
7.34,260,0.86,4,Low
7.21,213,0.57,1,Low
7.56,217,0.47,4,Low
2.3,66,0.25,40,High
7.65,270,16.46,0,High
6.76,276,0.62,6,Medium
7.12,321,4.03,7,Medium
7.51,332,1.01,5,Medium
8.26,199,0.01,1,Medium
3.13,945,10.86,9,High
12.15,56,14.69,13,High
7.7,242,0.37,2,Low
7.53,201,12.18,13,High
8.43,173,0.38,5,Medium
7.28,206,0.34,0,Low
7.14,221,3.57,5,Medium
6.58,271,0.7,1,Medium
8.19,210,1.95,6,Medium
7.44,246,0.25,2,Low
7.44,207,0.38,3,Low
7.5,248,0.2,3,Low
7.8,261,0.86,1,Low
7.63,185,3.94,1,Medium
7.79,210,0.07,3,Low
7.0,141,14.04,44,High
7.49,212,0.75,0,Low
7.65,267,0.47,0,Low
8.27,259,0.61,7,Medium
7.4,213,0.15,4,Low
6.85,296,0.14,5,Medium
7.36,225,0.82,3,Low
7.73,241,0.34,2,Low
6.71,184,0.33,6,Medium
7.43,240,11.48,0,High
6.75,329,3.03,0,Medium
7.5,306,1.45,2,Medium
7.0,130,16.79,19,High
7.3,209,1.25,5,Medium
7.54,210,0.6,4,Low
7.4,201,0.58,3,Low
7.43,310,0.36,5,Medium
7.74,221,0.89,0,Low
8.49,183,0.19,5,Medium
7.31,227,0.01,2,Low
7.15,274,4.1,7,Medium
6.62,273,3.61,3,Medium
12.92,205,0.23,3,High
7.29,258,0.32,4,Low
7.0,229,0.22,16,High
7.57,289,4.76,1,Medium
7.16,152,1.39,2,Medium
11.06,892,0.25,21,High
2.93,223,16.75,22,High
7.73,183,0.17,5,Medium
4.32,202,17.65,4,High
7.46,129,0.58,23,High
10.62,967,8.72,47,High
7.63,238,0.47,0,Low
7.73,811,0.9,2,High
7.5,259,0.59,1,Low
7.54,169,4.19,2,Medium
7.23,232,0.2,0,Low
7.47,268,0.71,0,Low
7.57,226,0.27,0,Low
8.19,200,3.93,6,Medium
7.11,238,0.39,3,Low
7.54,251,0.75,3,Low
7.18,70,0.2,2,High
7.49,231,0.16,2,Low
7.66,57,11.49,18,High
8.34,200,0.54,5,Medium
7.65,265,0.83,2,Low
7.38,210,0.87,2,Low
7.44,203,0.31,2,Low
7.31,207,0.38,4,Low
7.0,482,12.82,15,High
7.0,223,0.14,0,High
5.89,878,7.09,47,High
7.45,232,0.84,0,Low
7.64,245,0.88,47,High
8.36,188,1.26,2,Medium
7.39,263,0.31,3,Low
7.28,247,0.75,4,Low
7.58,241,0.39,0,Low
6.73,178,3.18,4,Medium
7.74,238,6.62,3,High
6.51,199,0.54,5,Medium
8.47,290,0.48,7,Medium
1.79,79,5.18,38,High
7.79,299,1.75,4,Medium
7.43,239,0.46,1,Low
1.27,96,0.64,46,High
7.61,634,0.86,22,High
10.93,244,17.17,3,High
7.38,282,1.09,2,Medium
7.78,874,0.57,3,High
7.71,218,0.48,0,Low
7.18,209,0.11,3,Low
13.7,221,15.22,36,High
8.49,251,0.54,7,Medium
7.57,265,0.69,2,Low
8.32,267,1.8,1,Medium
6.2,202,0.37,2,High
7.64,174,3.09,2,Medium
7.77,257,0.6,0,Low
7.41,74,6.14,27,High
7.21,270,0.9,2,Low
7.4,216,0.89,0,Low
7.43,217,11.81,1,High
10.27,210,0.3,20,High
8.46,156,0.14,5,Medium
7.16,209,2.58,6,Medium
7.51,213,0.39,0,Low
2.28,147,7.19,25,High
7.47,257,0.06,2,Low
7.47,223,0.81,1,Low
7.57,201,0.86,0,Low
6.74,213,3.92,0,Medium
7.11,174,0.57,5,Medium
7.44,332,0.79,5,Medium
7.68,193,3.53,0,Medium
7.33,70,0.67,2,High
7.73,251,0.19,4,Low
7.39,209,0.36,1,Low
7.34,729,0.46,2,High
7.3,298,4.51,6,Medium
7.42,227,9.02,43,High
7.2,200,0.28,2,Low
8.37,162,1.47,1,Medium
7.0,260,0.35,37,High
11.37,950,16.4,13,High
7.35,243,5.2,1,High
12.97,242,0.74,4,High
7.59,202,0.6,0,Low
9.88,222,0.53,20,High
7.14,69,0.77,4,High
7.7,248,0.4,2,Low
7.36,211,18.3,4,High
7.79,202,0.83,4,Low
7.11,258,1.58,7,Medium
7.24,208,0.84,3,Low
3.12,708,15.91,26,High
7.75,146,16.99,42,High
7.38,195,3.46,5,Medium
8.31,325,3.82,3,Medium
7.14,226,14.43,0,High
5.17,84,16.64,36,High
7.56,848,0.41,4,High
7.69,226,0.18,0,Low
7.16,245,0.49,1,Low
6.75,169,0.16,5,Medium
7.39,55,13.33,31,High
8.03,306,0.25,6,Medium
3.91,269,14.77,4,High
9.57,260,0.51,4,High
7.98,236,2.97,5,Medium
1.28,908,17.93,17,High
4.76,211,0.25,31,High
7.4,697,17.29,3,High
7.58,203,0.02,2,Low
8.36,192,0.64,3,Medium
7.7,252,0.17,0,Low
7.72,281,4.03,2,Medium
7.38,217,0.68,4,Low
5.01,893,11.59,43,High
1.07,966,0.5,26,High
4.71,63,11.63,21,High
12.99,89,0.51,24,High
7.35,252,0.03,0,Low
5.17,65,17.52,3,High
6.51,282,2.32,1,Medium
7.65,233,0.29,3,Low
8.42,220,2.82,4,Medium
7.0,240,8.55,38,High
10.24,144,5.14,4,High
6.54,237,0.03,6,Medium
8.18,258,3.64,0,Medium
7.54,267,0.68,4,Low
7.31,216,1.74,7,Medium
7.71,244,0.16,0,Low
7.7,844,11.09,2,High
7.52,269,1.17,5,Medium
7.55,263,0.1,3,Low
7.0,880,0.64,2,High
7.71,217,0.6,4,Low
7.51,265,0.28,1,Low
13.08,69,6.43,21,High
7.23,141,0.26,2,High
7.34,227,0.3,1,Low
7.27,323,1.39,7,Medium
7.22,226,0.71,3,Low
6.66,220,2.09,6,Medium
6.67,264,0.42,5,Medium
7.21,270,13.79,1,High
7.0,494,9.83,14,High
7.71,158,0.22,5,Medium
2.03,104,0.57,39,High
7.53,262,0.39,4,Low
11.9,512,14.59,48,High
7.21,200,0.37,4,Low
7.55,171,4.67,0,Medium
7.52,207,0.08,4,Low
6.88,181,1.18,1,Medium
8.41,273,0.1,4,Medium
7.42,177,3.63,1,Medium
7.34,259,0.68,4,Low
8.67,126,10.41,17,High
7.12,346,1.25,5,Medium
4.42,242,9.57,32,High
6.61,186,0.72,7,Medium
6.84,180,0.46,6,Medium
7.28,269,0.56,4,Low
4.37,107,5.63,34,High
6.59,229,0.8,5,Medium
11.41,234,0.03,0,High
7.25,240,0.81,0,Low
7.12,216,0.44,1,Low
13.02,218,12.78,3,High
7.33,65,0.8,50,High
7.0,262,0.88,1,High
8.0,270,3.48,2,Medium
7.56,183,3.55,0,Medium
7.55,166,0.27,5,Medium
3.61,70,15.61,47,High
7.56,234,0.74,1,Low
6.76,316,1.59,0,Medium
6.77,280,4.87,2,Medium
7.46,270,18.19,35,High
7.29,296,2.73,2,Medium
6.86,312,0.11,2,Medium
7.34,259,0.36,1,Low
4.79,142,11.49,8,High
7.63,253,17.11,40,High
7.75,316,1.13,6,Medium
6.6,158,4.8,3,Medium
7.7,267,0.75,2,Low
7.32,305,0.75,5,Medium
6.61,321,3.84,1,Medium
7.51,239,0.33,4,Low
8.05,249,3.44,7,Medium
3.39,913,18.93,39,High
4.56,54,0.3,38,High
10.12,234,7.51,40,High
7.45,257,0.44,4,Low
7.54,202,7.86,45,High
12.52,221,0.56,42,High
7.13,311,0.52,6,Medium
7.0,109,0.54,4,High
8.46,204,1.7,6,Medium
6.59,325,1.27,1,Medium
7.29,222,0.57,4,Low
9.13,69,0.38,4,High
7.71,248,0.78,4,Low
7.72,201,0.14,3,Low
7.1,266,0.33,3,Low
7.54,115,11.14,15,High
7.24,221,0.28,2,Low
8.76,852,16.38,9,High
7.58,241,0.68,4,Low
7.22,214,0.38,0,Low
7.46,955,15.55,23,High
7.61,254,0.76,2,Low
7.77,187,0.74,7,Medium
7.36,214,0.33,2,Low
7.27,243,18.46,42,High
7.34,70,9.64,34,High
7.44,259,0.22,36,High
8.39,154,0.8,1,Medium
7.17,237,0.68,50,High
5.44,216,0.74,38,High
7.25,249,14.09,3,High
7.58,249,0.67,3,Low
7.41,266,0.33,0,Low
7.46,236,0.23,2,Low
7.0,242,0.14,10,High
6.74,341,3.66,1,Medium
6.17,457,12.12,12,High
7.61,229,0.23,1,Low
7.57,220,0.33,3,Low
7.1,220,1.66,6,Medium
13.74,492,8.86,3,High
7.16,228,0.72,1,Low
7.62,256,0.84,0,Low
7.35,326,1.16,7,Medium
6.71,170,0.06,6,Medium
7.46,345,2.85,3,Medium
7.53,239,0.61,4,Low
7.3,238,0.66,2,Low
1.77,128,16.81,20,High
7.42,261,0.68,4,Low
13.99,247,17.74,4,High
8.29,337,0.27,4,Medium
13.4,398,0.5,0,High
7.43,217,0.14,4,Low
6.58,265,4.06,4,Medium
7.0,556,17.1,41,High
6.61,319,4.79,0,Medium
7.72,306,1.34,2,Medium
8.36,314,0.15,5,Medium
7.24,236,0.2,3,Low
7.3,232,0.24,3,Low
2.56,118,15.19,15,High
7.45,214,0.66,3,Low
6.8,201,2.06,2,Medium
7.3,203,0.2,0,Low
7.21,215,0.17,2,Low
7.0,119,11.89,1,High
7.53,232,0.25,1,Low
6.62,298,0.71,6,Medium
6.69,162,2.3,0,Medium
7.23,332,0.61,5,Medium
2.64,208,0.72,13,High
7.41,222,0.07,1,Low
7.43,213,0.09,1,Low
8.41,234,2.49,5,Medium
7.32,209,0.57,0,Low
10.38,127,0.49,18,High
7.15,259,0.88,0,Low
7.15,252,8.79,0,High
11.13,370,0.04,19,High
7.15,219,0.77,0,Low
7.24,205,0.4,1,Low
7.99,165,0.9,7,Medium
7.32,221,0.68,1,Low
7.41,263,0.08,14,High
7.49,238,0.59,50,High
7.72,254,0.54,0,Low
7.6,217,0.1,4,Low
13.9,586,16.02,1,High
10.05,104,0.62,10,High
7.35,268,2.12,5,Medium
7.29,267,0.32,1,Low
6.79,251,2.07,1,Medium
7.57,439,0.7,11,High
7.0,688,17.36,34,High
7.62,253,13.97,15,High
7.5,220,0.68,1,Low
8.18,192,0.15,3,Medium
7.0,90,10.79,11,High
